"DeviceID","Camera","MajorPin","Pinmediatype","Major","Sub","Bitrate","Framesize","Framerate","Aspect","Interlace"
"BOOK1","IR","Pin 0 Preview","0","MFMediaType_Video","MFVideoFormat_NV12","221184000","480x640","60/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","IR","Pin 1 Capture","0","MFMediaType_Video","MFVideoFormat_NV12","221184000","480x640","60/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","IR","Pin 2 Still","0","MFMediaType_Video","MFVideoFormat_NV12","221184000","480x640","60/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","IR","Pin 2 Still","1","MFMediaType_Image","MFImageFormat_JPEG",,"480x640",,,
"BOOK1","FFC","Pin 0 Preview","0","MFMediaType_Video","MFVideoFormat_NV12","746496000","1920x1080","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","1","MFMediaType_Video","MFVideoFormat_NV12","82944000","640x360","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","2","MFMediaType_Video","MFVideoFormat_NV12","110592000","640x480","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","3","MFMediaType_Video","MFVideoFormat_NV12","147456000","640x640","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","4","MFMediaType_Video","MFVideoFormat_NV12","331776000","1280x720","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","5","MFMediaType_Video","MFVideoFormat_NV12","884736000","1920x1280","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","6","MFMediaType_Video","MFVideoFormat_NV12","995328000","1920x1440","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","7","MFMediaType_Video","MFVideoFormat_NV12","41472000","640x360","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","8","MFMediaType_Video","MFVideoFormat_NV12","55296000","640x480","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","9","MFMediaType_Video","MFVideoFormat_NV12","73728000","640x640","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","10","MFMediaType_Video","MFVideoFormat_NV12","165888000","1280x720","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","11","MFMediaType_Video","MFVideoFormat_NV12","373248000","1920x1080","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","12","MFMediaType_Video","MFVideoFormat_NV12","442368000","1920x1280","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 0 Preview","13","MFMediaType_Video","MFVideoFormat_NV12","497664000","1920x1440","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","0","MFMediaType_Video","MFVideoFormat_NV12","746496000","1920x1080","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","1","MFMediaType_Video","MFVideoFormat_NV12","82944000","640x360","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","2","MFMediaType_Video","MFVideoFormat_NV12","110592000","640x480","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","3","MFMediaType_Video","MFVideoFormat_NV12","147456000","640x640","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","4","MFMediaType_Video","MFVideoFormat_NV12","331776000","1280x720","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","5","MFMediaType_Video","MFVideoFormat_NV12","41472000","640x360","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","6","MFMediaType_Video","MFVideoFormat_NV12","55296000","640x480","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","7","MFMediaType_Video","MFVideoFormat_NV12","73728000","640x640","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","8","MFMediaType_Video","MFVideoFormat_NV12","165888000","1280x720","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 1 Capture","9","MFMediaType_Video","MFVideoFormat_NV12","373248000","1920x1080","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 2 Still","0","MFMediaType_Video","MFVideoFormat_NV12","1327104000","2560x1440","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 2 Still","1","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1440",,,
"BOOK1","FFC","Pin 2 Still","2","MFMediaType_Video","MFVideoFormat_NV12","1572249600","2560x1706","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 2 Still","3","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1706",,,
"BOOK1","FFC","Pin 2 Still","4","MFMediaType_Video","MFVideoFormat_NV12","1769472000","2560x1920","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 2 Still","5","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1920",,,
"BOOK1","FFC","Pin 2 Still","6","MFMediaType_Video","MFVideoFormat_NV12","663552000","2560x1440","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 2 Still","7","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1440",,,
"BOOK1","FFC","Pin 2 Still","8","MFMediaType_Video","MFVideoFormat_NV12","786124800","2560x1706","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 2 Still","9","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1706",,,
"BOOK1","FFC","Pin 2 Still","10","MFMediaType_Video","MFVideoFormat_NV12","884736000","2560x1920","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","FFC","Pin 2 Still","11","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1920",,,
"BOOK1","RFC","Pin 0 Preview","0","MFMediaType_Video","MFVideoFormat_NV12","746496000","1920x1080","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","1","MFMediaType_Video","MFVideoFormat_NV12","82944000","640x360","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","2","MFMediaType_Video","MFVideoFormat_NV12","110592000","640x480","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","3","MFMediaType_Video","MFVideoFormat_NV12","147456000","640x640","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","4","MFMediaType_Video","MFVideoFormat_NV12","331776000","1280x720","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","5","MFMediaType_Video","MFVideoFormat_NV12","884736000","1920x1280","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","6","MFMediaType_Video","MFVideoFormat_NV12","995328000","1920x1440","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","7","MFMediaType_Video","MFVideoFormat_NV12","41472000","640x360","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","8","MFMediaType_Video","MFVideoFormat_NV12","55296000","640x480","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","9","MFMediaType_Video","MFVideoFormat_NV12","73728000","640x640","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","10","MFMediaType_Video","MFVideoFormat_NV12","165888000","1280x720","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","11","MFMediaType_Video","MFVideoFormat_NV12","373248000","1920x1080","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","12","MFMediaType_Video","MFVideoFormat_NV12","442368000","1920x1280","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 0 Preview","13","MFMediaType_Video","MFVideoFormat_NV12","497664000","1920x1440","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","0","MFMediaType_Video","MFVideoFormat_NV12","746496000","1920x1080","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","1","MFMediaType_Video","MFVideoFormat_NV12","82944000","640x360","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","2","MFMediaType_Video","MFVideoFormat_NV12","110592000","640x480","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","3","MFMediaType_Video","MFVideoFormat_NV12","147456000","640x640","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","4","MFMediaType_Video","MFVideoFormat_NV12","331776000","1280x720","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","5","MFMediaType_Video","MFVideoFormat_NV12","41472000","640x360","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","6","MFMediaType_Video","MFVideoFormat_NV12","55296000","640x480","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","7","MFMediaType_Video","MFVideoFormat_NV12","73728000","640x640","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","8","MFMediaType_Video","MFVideoFormat_NV12","165888000","1280x720","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 1 Capture","9","MFMediaType_Video","MFVideoFormat_NV12","373248000","1920x1080","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 2 Still","0","MFMediaType_Video","MFVideoFormat_NV12","2137593856","3264x1836","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 2 Still","1","MFMediaType_Image","MFImageFormat_JPEG",,"3264x1836",,,
"BOOK1","RFC","Pin 2 Still","2","MFMediaType_Video","MFVideoFormat_NV12","1738080256","3264x2176","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 2 Still","3","MFMediaType_Image","MFImageFormat_JPEG",,"3264x2176",,,
"BOOK1","RFC","Pin 2 Still","4","MFMediaType_Video","MFVideoFormat_NV12","1418469376","3264x2448","30/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 2 Still","5","MFMediaType_Image","MFImageFormat_JPEG",,"3264x2448",,,
"BOOK1","RFC","Pin 2 Still","6","MFMediaType_Video","MFVideoFormat_NV12","1078686720","3264x1836","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 2 Still","7","MFMediaType_Image","MFImageFormat_JPEG",,"3264x1836",,,
"BOOK1","RFC","Pin 2 Still","8","MFMediaType_Video","MFVideoFormat_NV12","1278443520","3264x2176","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 2 Still","9","MFMediaType_Image","MFImageFormat_JPEG",,"3264x2176",,,
"BOOK1","RFC","Pin 2 Still","10","MFMediaType_Video","MFVideoFormat_NV12","1438248960","3264x2448","15/1","1:1","MFVideoInterlace_Progressive"
"BOOK1","RFC","Pin 2 Still","11","MFMediaType_Image","MFImageFormat_JPEG",,"3264x2448",,,
"GO1","IR","Pin 0 Preview","0","MFMediaType_Video","MFVideoFormat_NV12","221184000","640x480","60/1","1:1","MFVideoInterlace_Progressive"
"GO1","IR","Pin 1 Capture","0","MFMediaType_Video","MFVideoFormat_NV12","221184000","640x480","60/1","1:1","MFVideoInterlace_Progressive"
"GO1","IR","Pin 2 Still","0","MFMediaType_Video","MFVideoFormat_NV12","221184000","640x480","60/1","1:1","MFVideoInterlace_Progressive"
"GO1","IR","Pin 2 Still","1","MFMediaType_Image","MFImageFormat_JPEG",,"640x480",,,
"GO1","FFC","Pin 0 Preview","0","MFMediaType_Video","MFVideoFormat_NV12","746496000","1920x1080","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","1","MFMediaType_Video","MFVideoFormat_YUY2","995328000","1920x1080","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","2","MFMediaType_Video","MFVideoFormat_NV12","82944000","640x360","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","3","MFMediaType_Video","MFVideoFormat_YUY2","110592000","640x360","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","4","MFMediaType_Video","MFVideoFormat_NV12","110592000","640x480","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","5","MFMediaType_Video","MFVideoFormat_YUY2","147456000","640x480","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","6","MFMediaType_Video","MFVideoFormat_NV12","147456000","640x640","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","7","MFMediaType_Video","MFVideoFormat_YUY2","196608000","640x640","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","8","MFMediaType_Video","MFVideoFormat_NV12","331776000","1280x720","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","9","MFMediaType_Video","MFVideoFormat_YUY2","442368000","1280x720","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","10","MFMediaType_Video","MFVideoFormat_NV12","884736000","1920x1280","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","11","MFMediaType_Video","MFVideoFormat_YUY2","1179648000","1920x1280","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","12","MFMediaType_Video","MFVideoFormat_NV12","995328000","1920x1440","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","13","MFMediaType_Video","MFVideoFormat_YUY2","1327104000","1920x1440","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","14","MFMediaType_Video","MFVideoFormat_NV12","41472000","640x360","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","15","MFMediaType_Video","MFVideoFormat_YUY2","55296000","640x360","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","16","MFMediaType_Video","MFVideoFormat_NV12","55296000","640x480","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","17","MFMediaType_Video","MFVideoFormat_YUY2","73728000","640x480","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","18","MFMediaType_Video","MFVideoFormat_NV12","73728000","640x640","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","19","MFMediaType_Video","MFVideoFormat_YUY2","98304000","640x640","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","20","MFMediaType_Video","MFVideoFormat_NV12","165888000","1280x720","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","21","MFMediaType_Video","MFVideoFormat_YUY2","221184000","1280x720","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","22","MFMediaType_Video","MFVideoFormat_NV12","373248000","1920x1080","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","23","MFMediaType_Video","MFVideoFormat_YUY2","497664000","1920x1080","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","24","MFMediaType_Video","MFVideoFormat_NV12","442368000","1920x1280","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","25","MFMediaType_Video","MFVideoFormat_YUY2","589824000","1920x1280","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","26","MFMediaType_Video","MFVideoFormat_NV12","497664000","1920x1440","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 0 Preview","27","MFMediaType_Video","MFVideoFormat_YUY2","663552000","1920x1440","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","0","MFMediaType_Video","MFVideoFormat_NV12","746496000","1920x1080","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","1","MFMediaType_Video","MFVideoFormat_YUY2","995328000","1920x1080","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","2","MFMediaType_Video","MFVideoFormat_NV12","82944000","640x360","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","3","MFMediaType_Video","MFVideoFormat_YUY2","110592000","640x360","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","4","MFMediaType_Video","MFVideoFormat_NV12","110592000","640x480","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","5","MFMediaType_Video","MFVideoFormat_YUY2","147456000","640x480","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","6","MFMediaType_Video","MFVideoFormat_NV12","147456000","640x640","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","7","MFMediaType_Video","MFVideoFormat_YUY2","196608000","640x640","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","8","MFMediaType_Video","MFVideoFormat_NV12","331776000","1280x720","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","9","MFMediaType_Video","MFVideoFormat_YUY2","442368000","1280x720","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","10","MFMediaType_Video","MFVideoFormat_NV12","41472000","640x360","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","11","MFMediaType_Video","MFVideoFormat_YUY2","55296000","640x360","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","12","MFMediaType_Video","MFVideoFormat_NV12","55296000","640x480","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","13","MFMediaType_Video","MFVideoFormat_YUY2","73728000","640x480","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","14","MFMediaType_Video","MFVideoFormat_NV12","73728000","640x640","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","15","MFMediaType_Video","MFVideoFormat_YUY2","98304000","640x640","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","16","MFMediaType_Video","MFVideoFormat_NV12","165888000","1280x720","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","17","MFMediaType_Video","MFVideoFormat_YUY2","221184000","1280x720","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","18","MFMediaType_Video","MFVideoFormat_NV12","373248000","1920x1080","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 1 Capture","19","MFMediaType_Video","MFVideoFormat_YUY2","497664000","1920x1080","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 2 Still","0","MFMediaType_Video","MFVideoFormat_NV12","1327104000","2560x1440","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 2 Still","1","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1440",,,
"GO1","FFC","Pin 2 Still","2","MFMediaType_Video","MFVideoFormat_NV12","1572249600","2560x1706","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 2 Still","3","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1706",,,
"GO1","FFC","Pin 2 Still","4","MFMediaType_Video","MFVideoFormat_NV12","1769472000","2560x1920","30/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 2 Still","5","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1920",,,
"GO1","FFC","Pin 2 Still","6","MFMediaType_Video","MFVideoFormat_NV12","663552000","2560x1440","15/1","1:1","MFVideoInterlace_Progressive"
"GO1","FFC","Pin 2 Still","7","MFMediaType_Image","MFImageFormat_JPEG",,"2560x1440",,,
